edad
36
39
50
51
48
38
32
41
41
64
49
78
32
65
21
41
36
53
36
30
34
39
52
34
31
33
35
31
36
35
37
54
51
51
38
67
62
45
41
70
33
58
25
81
34
35
36
29
29
48
49
33
31
69
52
54
51
60
44
25
50
58
30
39
43
40
30
75
30
41
58
35
65
50
55
39
56
67
51
34
48
28
54
51
38
34
24
54
38
67
75
32
32
60
53
48
33
45
37
46
37
30
74
40
47
43
42
33
54
46
44
63
32
56
53
68
50
29
58
36
44
40
36
49
54
36
42
33
39
47
33
31
38
32
41
42
35
64
58
37
66
55
37
49
65
46
46
34
39
47
77
59
52
31
48
