edad
45
54
48
39
53
20
30
30
54
36
44
40
66
37
59
55
47
51
25
42
53
38
40
45
67
52
29
47
28
66
65
29
55
30
58
35
34
60
59
34
56
60
27
26
70
66
57
51
39
31
38
27
66
46
40
33
53
40
63
56
69
52
47
22
53
53
67
48
40
47
43
33
62
37
38
33
29
39
47
33
69
32
49
39
70
58
28
47
29
55
63
34
46
48
65
33
44
48
54
43
50
34
51
37
71
55
47
45
59
53
58
31
61
29
34
26
50
33
34
80
34
24
45
35
53
28
38
47
49
24
39
41
48
29
44
71
41
49
34
36
51
48
33
33
58
30
33
50
50
34
56
46
24
37
40
60
68
30
41
31
59
52
35
42
59
61
25
41
30
50
50
45
38
64
45
24
31
52
53
31
65
76
44
49
68
38
35
35
51
58
50
30
58
38
26
47
39
53
33
40
53
44
53
47
41
43
49
46
49
46
38
35
38
49
70
47
26
40
38
29
32
46
46
60
64
53
57
30
56
36
53
49
47
64
31
27
44
49
31
44
24
33
61
37
32
63
35
37
40
66
34
40
60
49
33
28
39
64
44
31
45
34
43
42
28
38
37
35
57
28
23
37
47
31
58
40
32
36
19
45
25
25
45
37
47
66
32
54
43
38
45
46
62
57
43
32
54
37
33
28
27
43
75
27
33
37
26
37
47
29
34
65
30
43
51
29
58
38
35
34
62
33
48
50
40
47
30
29
56
37
53
48
26
26
53
47
43
66
51
37
58
43
49
32
62
48
65
43
48
37
31
31
34
48
45
61
32
50
69
38
44
28
52
40
34
34
33
21
72
46
55
39
41
41
44
35
49
53
66
41
46
31
33
32
29
42
32
67
85
36
55
58
38
35
40
24
66
45
26
47
38
54
54
49
37
66
42
46
60
34
47
58
51
50
50
30
34
22
33
65
53
35
40
28
57
46
35
59
31
57
51
47
62
40
67
43
59
65
65
55
33
31
28
19
29
54
58
51
53
30
39
52
30
46
43
47
51
48
19
28
44
38
42
48
37
38
75
49
45
37
59
73
47
57
54
31
46
48
50
46
72
35
51
31
37
43
45
39
37
45
23
42
26
36
21
74
29
34
31
39
35
59
35
37
38
50
45
41
45
27
54
41
28
42
56
34
60
47
72
44
33
27
43
35
30
34
43
54
47
60
67
51
65
58
37
26
59
30
53
69
53
52
27
18
26
32
38
29
68
38
46
59
71
45
44
36
47
35
40
31
37
52
42
41
43
25
78
38
34
45
38
58
57
43
76
38
34
22
30
43
21
31
68
69
64
37
25
34
42
58
36
49
41
32
36
56
52
53
23
44
37
27
47
49
53
69
23
22
43
33
38
33
41
29
40
46
34
56
49
58
34
31
67
33
41
45
62
50
48
32
45
30
45
20
63
42
39
70
44
58
48
36
63
42
66
32
26
30
39
41
37
23
59
42
55
61
53
54
64
36
37
29
64
49
55
30
47
67
68
41
40
56
31
46
52
27
51
71
40
36
44
29
41
39
32
39
25
58
32
54
50
53
26
30
51
34
54
25
47
47
47
58
35
32
47
44
55
49
30
35
49
41
29
68
67
44
22
27
31
24
28
35
35
39
50
38
61
53
46
52
31
43
36
39
58
31
25
37
24
31
44
61
28
34
57
36
58
40
26
32
44
65
57
38
68
41
31
56
38
43
35
43
19
66
37
39
36
39
76
33
58
63
26
51
43
35
40
33
56
65
66
36
56
53
27
51
30
47
59
55
43
28
37
32
59
42
74
48
54
68
33
45
65
78
66
36
31
46
40
38
32
55
42
44
35
70
31
54
29
29
37
50
51
59
36
37
41
46
42
32
58
31
51
48
63
48
70
26
54
43
33
38
34
62
62
53
32
37
60
27
39
53
62
64
37
40
35
24
46
25
63
47
64
58
24
52
30
51
34
39
37
45
51
27
56
34
49
40
27
39
39
29
41
33
44
66
62
36
30
33
30
34
71
44
33
56
28
31
60
33
36
62
47
31
37
47
38
52
46
42
50
52
49
55
54
43
19
30
71
31
43
72
31
58
38
42
28
32
31
41
38
38
42
58
34
26
54
44
48
39
58
40
59
40
25
39
33
36
75
37
41
38
43
35
30
44
66
51
51
52
32
43
54
38
28
30
47
42
36
50
37
60
50
48
50
37
47
31
47
41
28
60
67
36
32
48
61
44
30
53
52
37
62
41
25
32
47
37
37
29
22
52
36
45
44
35
28
39
32
67
47
33
37
70
78
52
24
27
38
36
58
45
45
51
48
42
32
31
40
46
67
35
38
45
62
50
45
36
41
29
63
37
57
40
42
55
27
34
23
62
56
52
39
51
59
30
35
24
75
48
43
48
45
59
19
31
31
34
57
52
26
54
67
25
19
63
50
33
45
64
39
43
54
28
29
75
70
73
29
52
59
26
45
30
58
37
43
33
59
47
49
41
49
27
61
29
29
59
39
32
21
68
53
65
45
58
53
27
27
30
54
34
41
65
44
62
30
68
39
26
44
21
30
45
31
37
60
38
29
45
33
52
74
47
29
35
19
48
50
23
60
51
25
40
22
26
59
39
48
25
40
45
59
38
43
43
38
65
41
31
61
36
41
34
39
66
30
36
31
46
57
46
69
53
55
57
45
58
29
43
56
51
20
36
46
35
56
41
50
49
37
56
46
48
32
56
54
46
46
50
28
39
31
44
83
20
75
35
49
45
50
34
